filename,species,call_type
common_ostrich_091.wav,Common Ostrich,call
common_ostrich_092.wav,Common Ostrich,call
common_ostrich_093.wav,Common Ostrich,call
common_ostrich_094.wav,Common Ostrich,call
common_ostrich_095.wav,Common Ostrich,call
common_ostrich_096.wav,Common Ostrich,call
common_ostrich_097.wav,Common Ostrich,call
common_ostrich_098.wav,Common Ostrich,call
common_ostrich_099.wav,Common Ostrich,call
lesser_rhea_000.wav,Lesser Rhea,call
lesser_rhea_001.wav,Lesser Rhea,call
lesser_rhea_002.wav,Lesser Rhea,call
lesser_rhea_003.wav,Lesser Rhea,call
lesser_rhea_004.wav,Lesser Rhea,call
lesser_rhea_005.wav,Lesser Rhea,call
lesser_rhea_006.wav,Lesser Rhea,call
lesser_rhea_007.wav,Lesser Rhea,call
lesser_rhea_008.wav,Lesser Rhea,call
lesser_rhea_009.wav,Lesser Rhea,call
lesser_rhea_010.wav,Lesser Rhea,call
lesser_rhea_011.wav,Lesser Rhea,call
lesser_rhea_012.wav,Lesser Rhea,call
lesser_rhea_013.wav,Lesser Rhea,call
lesser_rhea_014.wav,Lesser Rhea,call
lesser_rhea_015.wav,Lesser Rhea,call
lesser_rhea_016.wav,Lesser Rhea,call
lesser_rhea_017.wav,Lesser Rhea,call
lesser_rhea_018.wav,Lesser Rhea,call
lesser_rhea_019.wav,Lesser Rhea,call
lesser_rhea_020.wav,Lesser Rhea,call
lesser_rhea_021.wav,Lesser Rhea,call
lesser_rhea_022.wav,Lesser Rhea,call
lesser_rhea_023.wav,Lesser Rhea,call
lesser_rhea_024.wav,Lesser Rhea,call
lesser_rhea_025.wav,Lesser Rhea,call
lesser_rhea_026.wav,Lesser Rhea,call
lesser_rhea_027.wav,Lesser Rhea,call
lesser_rhea_028.wav,Lesser Rhea,call
lesser_rhea_029.wav,Lesser Rhea,call
lesser_rhea_030.wav,Lesser Rhea,call
lesser_rhea_031.wav,Lesser Rhea,call
lesser_rhea_032.wav,Lesser Rhea,call
lesser_rhea_033.wav,Lesser Rhea,call
lesser_rhea_034.wav,Lesser Rhea,call
lesser_rhea_035.wav,Lesser Rhea,call
lesser_rhea_036.wav,Lesser Rhea,call
lesser_rhea_037.wav,Lesser Rhea,call
lesser_rhea_038.wav,Lesser Rhea,call
lesser_rhea_039.wav,Lesser Rhea,call
lesser_rhea_040.wav,Lesser Rhea,call
lesser_rhea_041.wav,Lesser Rhea,call
lesser_rhea_042.wav,Lesser Rhea,call
lesser_rhea_043.wav,Lesser Rhea,call
lesser_rhea_044.wav,Lesser Rhea,call
lesser_rhea_045.wav,Lesser Rhea,call
lesser_rhea_046.wav,Lesser Rhea,call
lesser_rhea_047.wav,Lesser Rhea,call
lesser_rhea_048.wav,Lesser Rhea,call
lesser_rhea_049.wav,Lesser Rhea,call
lesser_rhea_050.wav,Lesser Rhea,call
lesser_rhea_051.wav,Lesser Rhea,call
lesser_rhea_052.wav,Lesser Rhea,call
lesser_rhea_053.wav,Lesser Rhea,call
lesser_rhea_054.wav,Lesser Rhea,call
lesser_rhea_055.wav,Lesser Rhea,call
lesser_rhea_056.wav,Lesser Rhea,call
lesser_rhea_057.wav,Lesser Rhea,call
lesser_rhea_058.wav,Lesser Rhea,call
lesser_rhea_059.wav,Lesser Rhea,call
lesser_rhea_060.wav,Lesser Rhea,call
lesser_rhea_061.wav,Lesser Rhea,call
lesser_rhea_062.wav,Lesser Rhea,call
lesser_rhea_063.wav,Lesser Rhea,call
lesser_rhea_064.wav,Lesser Rhea,call
lesser_rhea_065.wav,Lesser Rhea,call
lesser_rhea_066.wav,Lesser Rhea,call
lesser_rhea_067.wav,Lesser Rhea,call
lesser_rhea_068.wav,Lesser Rhea,call
lesser_rhea_069.wav,Lesser Rhea,call
lesser_rhea_070.wav,Lesser Rhea,call
lesser_rhea_071.wav,Lesser Rhea,call
lesser_rhea_072.wav,Lesser Rhea,call
lesser_rhea_073.wav,Lesser Rhea,call
lesser_rhea_074.wav,Lesser Rhea,call
lesser_rhea_075.wav,Lesser Rhea,call
lesser_rhea_076.wav,Lesser Rhea,call
lesser_rhea_077.wav,Lesser Rhea,call
lesser_rhea_078.wav,Lesser Rhea,call
lesser_rhea_079.wav,Lesser Rhea,call
lesser_rhea_080.wav,Lesser Rhea,call
lesser_rhea_081.wav,Lesser Rhea,call
lesser_rhea_082.wav,Lesser Rhea,call
lesser_rhea_083.wav,Lesser Rhea,call
lesser_rhea_084.wav,Lesser Rhea,call
lesser_rhea_085.wav,Lesser Rhea,call
lesser_rhea_086.wav,Lesser Rhea,call
lesser_rhea_087.wav,Lesser Rhea,call
lesser_rhea_088.wav,Lesser Rhea,call
lesser_rhea_089.wav,Lesser Rhea,call
lesser_rhea_090.wav,Lesser Rhea,call
lesser_rhea_091.wav,Lesser Rhea,call
lesser_rhea_092.wav,Lesser Rhea,call
lesser_rhea_093.wav,Lesser Rhea,call
lesser_rhea_094.wav,Lesser Rhea,call
lesser_rhea_095.wav,Lesser Rhea,call
lesser_rhea_096.wav,Lesser Rhea,call
lesser_rhea_097.wav,Lesser Rhea,call
lesser_rhea_098.wav,Lesser Rhea,call
lesser_rhea_099.wav,Lesser Rhea,call
southern_brown_kiwi_000.wav,Southern Brown Kiwi,song
southern_brown_kiwi_001.wav,Southern Brown Kiwi,song
southern_brown_kiwi_002.wav,Southern Brown Kiwi,song
southern_brown_kiwi_003.wav,Southern Brown Kiwi,song
southern_brown_kiwi_004.wav,Southern Brown Kiwi,song
southern_brown_kiwi_005.wav,Southern Brown Kiwi,song
southern_brown_kiwi_006.wav,Southern Brown Kiwi,song
southern_brown_kiwi_007.wav,Southern Brown Kiwi,song
southern_brown_kiwi_008.wav,Southern Brown Kiwi,song
southern_brown_kiwi_009.wav,Southern Brown Kiwi,song
southern_brown_kiwi_010.wav,Southern Brown Kiwi,song
southern_brown_kiwi_011.wav,Southern Brown Kiwi,song
southern_brown_kiwi_012.wav,Southern Brown Kiwi,song
southern_brown_kiwi_013.wav,Southern Brown Kiwi,song
southern_brown_kiwi_014.wav,Southern Brown Kiwi,song
southern_brown_kiwi_015.wav,Southern Brown Kiwi,song
southern_brown_kiwi_016.wav,Southern Brown Kiwi,song
southern_brown_kiwi_017.wav,Southern Brown Kiwi,song
southern_brown_kiwi_018.wav,Southern Brown Kiwi,song
southern_brown_kiwi_019.wav,Southern Brown Kiwi,song
southern_brown_kiwi_020.wav,Southern Brown Kiwi,song
southern_brown_kiwi_021.wav,Southern Brown Kiwi,song
southern_brown_kiwi_022.wav,Southern Brown Kiwi,song
southern_brown_kiwi_023.wav,Southern Brown Kiwi,song
southern_brown_kiwi_024.wav,Southern Brown Kiwi,song
southern_brown_kiwi_025.wav,Southern Brown Kiwi,song
southern_brown_kiwi_026.wav,Southern Brown Kiwi,song
southern_brown_kiwi_027.wav,Southern Brown Kiwi,song
southern_brown_kiwi_028.wav,Southern Brown Kiwi,song
southern_brown_kiwi_029.wav,Southern Brown Kiwi,song
southern_brown_kiwi_030.wav,Southern Brown Kiwi,song
southern_brown_kiwi_031.wav,Southern Brown Kiwi,song
southern_brown_kiwi_032.wav,Southern Brown Kiwi,song
southern_brown_kiwi_033.wav,Southern Brown Kiwi,song
southern_brown_kiwi_034.wav,Southern Brown Kiwi,song
southern_brown_kiwi_035.wav,Southern Brown Kiwi,song
southern_brown_kiwi_036.wav,Southern Brown Kiwi,song
southern_brown_kiwi_037.wav,Southern Brown Kiwi,song
southern_brown_kiwi_038.wav,Southern Brown Kiwi,song
southern_brown_kiwi_039.wav,Southern Brown Kiwi,song
southern_brown_kiwi_040.wav,Southern Brown Kiwi,song
southern_brown_kiwi_041.wav,Southern Brown Kiwi,song
southern_brown_kiwi_042.wav,Southern Brown Kiwi,song
southern_brown_kiwi_043.wav,Southern Brown Kiwi,song
southern_brown_kiwi_044.wav,Southern Brown Kiwi,song
southern_brown_kiwi_045.wav,Southern Brown Kiwi,song
southern_brown_kiwi_046.wav,Southern Brown Kiwi,song
southern_brown_kiwi_047.wav,Southern Brown Kiwi,song
southern_brown_kiwi_048.wav,Southern Brown Kiwi,song
southern_brown_kiwi_049.wav,Southern Brown Kiwi,song
southern_brown_kiwi_050.wav,Southern Brown Kiwi,song
southern_brown_kiwi_051.wav,Southern Brown Kiwi,song
southern_brown_kiwi_052.wav,Southern Brown Kiwi,song
southern_brown_kiwi_053.wav,Southern Brown Kiwi,song
southern_brown_kiwi_054.wav,Southern Brown Kiwi,song
southern_brown_kiwi_055.wav,Southern Brown Kiwi,song
southern_brown_kiwi_056.wav,Southern Brown Kiwi,song
southern_brown_kiwi_057.wav,Southern Brown Kiwi,song
southern_brown_kiwi_058.wav,Southern Brown Kiwi,song
southern_brown_kiwi_059.wav,Southern Brown Kiwi,song
southern_brown_kiwi_060.wav,Southern Brown Kiwi,song
southern_brown_kiwi_061.wav,Southern Brown Kiwi,song
southern_brown_kiwi_062.wav,Southern Brown Kiwi,song
southern_brown_kiwi_063.wav,Southern Brown Kiwi,song
southern_brown_kiwi_064.wav,Southern Brown Kiwi,song
southern_brown_kiwi_065.wav,Southern Brown Kiwi,song
southern_brown_kiwi_066.wav,Southern Brown Kiwi,song
southern_brown_kiwi_067.wav,Southern Brown Kiwi,song
southern_brown_kiwi_068.wav,Southern Brown Kiwi,song
southern_brown_kiwi_069.wav,Southern Brown Kiwi,song
southern_brown_kiwi_070.wav,Southern Brown Kiwi,song
southern_brown_kiwi_071.wav,Southern Brown Kiwi,song
southern_brown_kiwi_072.wav,Southern Brown Kiwi,song
southern_brown_kiwi_073.wav,Southern Brown Kiwi,song
southern_brown_kiwi_074.wav,Southern Brown Kiwi,song
southern_brown_kiwi_075.wav,Southern Brown Kiwi,song
southern_brown_kiwi_076.wav,Southern Brown Kiwi,song
southern_brown_kiwi_077.wav,Southern Brown Kiwi,song
southern_brown_kiwi_078.wav,Southern Brown Kiwi,song
southern_brown_kiwi_079.wav,Southern Brown Kiwi,song
southern_brown_kiwi_080.wav,Southern Brown Kiwi,song
southern_brown_kiwi_081.wav,Southern Brown Kiwi,song
southern_brown_kiwi_082.wav,Southern Brown Kiwi,song
southern_brown_kiwi_083.wav,Southern Brown Kiwi,song
southern_brown_kiwi_084.wav,Southern Brown Kiwi,song
southern_brown_kiwi_085.wav,Southern Brown Kiwi,song
southern_brown_kiwi_086.wav,Southern Brown Kiwi,song
southern_brown_kiwi_087.wav,Southern Brown Kiwi,song
southern_brown_kiwi_088.wav,Southern Brown Kiwi,song
southern_brown_kiwi_089.wav,Southern Brown Kiwi,song
southern_brown_kiwi_090.wav,Southern Brown Kiwi,song
southern_brown_kiwi_091.wav,Southern Brown Kiwi,song
southern_brown_kiwi_092.wav,Southern Brown Kiwi,song
southern_brown_kiwi_093.wav,Southern Brown Kiwi,song
southern_brown_kiwi_094.wav,Southern Brown Kiwi,song
southern_brown_kiwi_095.wav,Southern Brown Kiwi,song
southern_brown_kiwi_096.wav,Southern Brown Kiwi,song
southern_brown_kiwi_097.wav,Southern Brown Kiwi,song
southern_brown_kiwi_098.wav,Southern Brown Kiwi,song
southern_brown_kiwi_099.wav,Southern Brown Kiwi,song
little_spotted_kiwi_000.wav,Little Spotted Kiwi,song
little_spotted_kiwi_001.wav,Little Spotted Kiwi,song
little_spotted_kiwi_002.wav,Little Spotted Kiwi,song
little_spotted_kiwi_003.wav,Little Spotted Kiwi,song
little_spotted_kiwi_004.wav,Little Spotted Kiwi,song
little_spotted_kiwi_005.wav,Little Spotted Kiwi,song
little_spotted_kiwi_006.wav,Little Spotted Kiwi,song
little_spotted_kiwi_007.wav,Little Spotted Kiwi,song
little_spotted_kiwi_008.wav,Little Spotted Kiwi,song
little_spotted_kiwi_009.wav,Little Spotted Kiwi,song
little_spotted_kiwi_010.wav,Little Spotted Kiwi,song
little_spotted_kiwi_011.wav,Little Spotted Kiwi,song
little_spotted_kiwi_012.wav,Little Spotted Kiwi,song
little_spotted_kiwi_013.wav,Little Spotted Kiwi,song
little_spotted_kiwi_014.wav,Little Spotted Kiwi,song
little_spotted_kiwi_015.wav,Little Spotted Kiwi,song
little_spotted_kiwi_016.wav,Little Spotted Kiwi,song
little_spotted_kiwi_017.wav,Little Spotted Kiwi,song
little_spotted_kiwi_018.wav,Little Spotted Kiwi,song
little_spotted_kiwi_019.wav,Little Spotted Kiwi,song
little_spotted_kiwi_020.wav,Little Spotted Kiwi,song
little_spotted_kiwi_021.wav,Little Spotted Kiwi,song
little_spotted_kiwi_022.wav,Little Spotted Kiwi,song
little_spotted_kiwi_023.wav,Little Spotted Kiwi,song
little_spotted_kiwi_024.wav,Little Spotted Kiwi,song
little_spotted_kiwi_025.wav,Little Spotted Kiwi,song
little_spotted_kiwi_026.wav,Little Spotted Kiwi,song
little_spotted_kiwi_027.wav,Little Spotted Kiwi,song
little_spotted_kiwi_028.wav,Little Spotted Kiwi,song
little_spotted_kiwi_029.wav,Little Spotted Kiwi,song
little_spotted_kiwi_030.wav,Little Spotted Kiwi,song
little_spotted_kiwi_031.wav,Little Spotted Kiwi,song
little_spotted_kiwi_032.wav,Little Spotted Kiwi,song
little_spotted_kiwi_033.wav,Little Spotted Kiwi,song
little_spotted_kiwi_034.wav,Little Spotted Kiwi,song
little_spotted_kiwi_035.wav,Little Spotted Kiwi,song
little_spotted_kiwi_036.wav,Little Spotted Kiwi,song
little_spotted_kiwi_037.wav,Little Spotted Kiwi,song
little_spotted_kiwi_038.wav,Little Spotted Kiwi,song
little_spotted_kiwi_039.wav,Little Spotted Kiwi,song
little_spotted_kiwi_040.wav,Little Spotted Kiwi,song
little_spotted_kiwi_041.wav,Little Spotted Kiwi,song
little_spotted_kiwi_042.wav,Little Spotted Kiwi,song
little_spotted_kiwi_043.wav,Little Spotted Kiwi,song
little_spotted_kiwi_044.wav,Little Spotted Kiwi,song
little_spotted_kiwi_045.wav,Little Spotted Kiwi,song
little_spotted_kiwi_046.wav,Little Spotted Kiwi,song
little_spotted_kiwi_047.wav,Little Spotted Kiwi,song
little_spotted_kiwi_048.wav,Little Spotted Kiwi,song
little_spotted_kiwi_049.wav,Little Spotted Kiwi,song
little_spotted_kiwi_050.wav,Little Spotted Kiwi,song
little_spotted_kiwi_051.wav,Little Spotted Kiwi,song
little_spotted_kiwi_052.wav,Little Spotted Kiwi,song
little_spotted_kiwi_053.wav,Little Spotted Kiwi,song
little_spotted_kiwi_054.wav,Little Spotted Kiwi,song
little_spotted_kiwi_055.wav,Little Spotted Kiwi,song
little_spotted_kiwi_056.wav,Little Spotted Kiwi,song
little_spotted_kiwi_057.wav,Little Spotted Kiwi,song
little_spotted_kiwi_058.wav,Little Spotted Kiwi,song
little_spotted_kiwi_059.wav,Little Spotted Kiwi,song
little_spotted_kiwi_060.wav,Little Spotted Kiwi,song
little_spotted_kiwi_061.wav,Little Spotted Kiwi,song
little_spotted_kiwi_062.wav,Little Spotted Kiwi,song
little_spotted_kiwi_063.wav,Little Spotted Kiwi,song
little_spotted_kiwi_064.wav,Little Spotted Kiwi,song
little_spotted_kiwi_065.wav,Little Spotted Kiwi,song
little_spotted_kiwi_066.wav,Little Spotted Kiwi,song
little_spotted_kiwi_067.wav,Little Spotted Kiwi,song
little_spotted_kiwi_068.wav,Little Spotted Kiwi,song
little_spotted_kiwi_069.wav,Little Spotted Kiwi,song
little_spotted_kiwi_070.wav,Little Spotted Kiwi,song
little_spotted_kiwi_071.wav,Little Spotted Kiwi,song
little_spotted_kiwi_072.wav,Little Spotted Kiwi,song
little_spotted_kiwi_073.wav,Little Spotted Kiwi,song
little_spotted_kiwi_074.wav,Little Spotted Kiwi,song
little_spotted_kiwi_075.wav,Little Spotted Kiwi,song
little_spotted_kiwi_076.wav,Little Spotted Kiwi,song
little_spotted_kiwi_077.wav,Little Spotted Kiwi,song
little_spotted_kiwi_078.wav,Little Spotted Kiwi,song
little_spotted_kiwi_079.wav,Little Spotted Kiwi,song
little_spotted_kiwi_080.wav,Little Spotted Kiwi,song
little_spotted_kiwi_081.wav,Little Spotted Kiwi,song
little_spotted_kiwi_082.wav,Little Spotted Kiwi,song
little_spotted_kiwi_083.wav,Little Spotted Kiwi,song
little_spotted_kiwi_084.wav,Little Spotted Kiwi,song
little_spotted_kiwi_085.wav,Little Spotted Kiwi,song
little_spotted_kiwi_086.wav,Little Spotted Kiwi,song
little_spotted_kiwi_087.wav,Little Spotted Kiwi,song
little_spotted_kiwi_088.wav,Little Spotted Kiwi,song
little_spotted_kiwi_089.wav,Little Spotted Kiwi,song
little_spotted_kiwi_090.wav,Little Spotted Kiwi,song
little_spotted_kiwi_091.wav,Little Spotted Kiwi,song
little_spotted_kiwi_092.wav,Little Spotted Kiwi,song
little_spotted_kiwi_093.wav,Little Spotted Kiwi,song
little_spotted_kiwi_094.wav,Little Spotted Kiwi,song
little_spotted_kiwi_095.wav,Little Spotted Kiwi,song
little_spotted_kiwi_096.wav,Little Spotted Kiwi,song
little_spotted_kiwi_097.wav,Little Spotted Kiwi,song
little_spotted_kiwi_098.wav,Little Spotted Kiwi,song
little_spotted_kiwi_099.wav,Little Spotted Kiwi,song
great_spotted_kiwi_000.wav,Great Spotted Kiwi,song
great_spotted_kiwi_001.wav,Great Spotted Kiwi,song
great_spotted_kiwi_002.wav,Great Spotted Kiwi,song
great_spotted_kiwi_003.wav,Great Spotted Kiwi,song
great_spotted_kiwi_004.wav,Great Spotted Kiwi,song
great_spotted_kiwi_005.wav,Great Spotted Kiwi,song
great_spotted_kiwi_006.wav,Great Spotted Kiwi,song
great_spotted_kiwi_007.wav,Great Spotted Kiwi,song
great_spotted_kiwi_008.wav,Great Spotted Kiwi,song
great_spotted_kiwi_009.wav,Great Spotted Kiwi,song
great_spotted_kiwi_010.wav,Great Spotted Kiwi,song
great_spotted_kiwi_011.wav,Great Spotted Kiwi,song
great_spotted_kiwi_012.wav,Great Spotted Kiwi,song
great_spotted_kiwi_013.wav,Great Spotted Kiwi,song
great_spotted_kiwi_014.wav,Great Spotted Kiwi,song
great_spotted_kiwi_015.wav,Great Spotted Kiwi,song
great_spotted_kiwi_016.wav,Great Spotted Kiwi,song
great_spotted_kiwi_017.wav,Great Spotted Kiwi,song
great_spotted_kiwi_018.wav,Great Spotted Kiwi,song
great_spotted_kiwi_019.wav,Great Spotted Kiwi,song
great_spotted_kiwi_020.wav,Great Spotted Kiwi,song
great_spotted_kiwi_021.wav,Great Spotted Kiwi,song
great_spotted_kiwi_022.wav,Great Spotted Kiwi,song
great_spotted_kiwi_023.wav,Great Spotted Kiwi,song
great_spotted_kiwi_024.wav,Great Spotted Kiwi,song
great_spotted_kiwi_025.wav,Great Spotted Kiwi,song
great_spotted_kiwi_026.wav,Great Spotted Kiwi,song
great_spotted_kiwi_027.wav,Great Spotted Kiwi,song
great_spotted_kiwi_028.wav,Great Spotted Kiwi,song
great_spotted_kiwi_029.wav,Great Spotted Kiwi,song
great_spotted_kiwi_030.wav,Great Spotted Kiwi,song
great_spotted_kiwi_031.wav,Great Spotted Kiwi,song
great_spotted_kiwi_032.wav,Great Spotted Kiwi,song
great_spotted_kiwi_033.wav,Great Spotted Kiwi,song
great_spotted_kiwi_034.wav,Great Spotted Kiwi,song
great_spotted_kiwi_035.wav,Great Spotted Kiwi,song
great_spotted_kiwi_036.wav,Great Spotted Kiwi,song
great_spotted_kiwi_037.wav,Great Spotted Kiwi,song
great_spotted_kiwi_038.wav,Great Spotted Kiwi,song
great_spotted_kiwi_039.wav,Great Spotted Kiwi,song
great_spotted_kiwi_040.wav,Great Spotted Kiwi,song
great_spotted_kiwi_041.wav,Great Spotted Kiwi,song
great_spotted_kiwi_042.wav,Great Spotted Kiwi,song
great_spotted_kiwi_043.wav,Great Spotted Kiwi,song
great_spotted_kiwi_044.wav,Great Spotted Kiwi,song
great_spotted_kiwi_045.wav,Great Spotted Kiwi,song
great_spotted_kiwi_046.wav,Great Spotted Kiwi,song
great_spotted_kiwi_047.wav,Great Spotted Kiwi,song
great_spotted_kiwi_048.wav,Great Spotted Kiwi,song
great_spotted_kiwi_049.wav,Great Spotted Kiwi,song
great_spotted_kiwi_050.wav,Great Spotted Kiwi,song
great_spotted_kiwi_051.wav,Great Spotted Kiwi,song
great_spotted_kiwi_052.wav,Great Spotted Kiwi,song
great_spotted_kiwi_053.wav,Great Spotted Kiwi,song
great_spotted_kiwi_054.wav,Great Spotted Kiwi,song
great_spotted_kiwi_055.wav,Great Spotted Kiwi,song
great_spotted_kiwi_056.wav,Great Spotted Kiwi,song
great_spotted_kiwi_057.wav,Great Spotted Kiwi,song
great_spotted_kiwi_058.wav,Great Spotted Kiwi,song
great_spotted_kiwi_059.wav,Great Spotted Kiwi,song
great_spotted_kiwi_060.wav,Great Spotted Kiwi,song
great_spotted_kiwi_061.wav,Great Spotted Kiwi,song
great_spotted_kiwi_062.wav,Great Spotted Kiwi,song
great_spotted_kiwi_063.wav,Great Spotted Kiwi,song
great_spotted_kiwi_064.wav,Great Spotted Kiwi,song
great_spotted_kiwi_065.wav,Great Spotted Kiwi,song
great_spotted_kiwi_066.wav,Great Spotted Kiwi,song
great_spotted_kiwi_067.wav,Great Spotted Kiwi,song
great_spotted_kiwi_068.wav,Great Spotted Kiwi,song
great_spotted_kiwi_069.wav,Great Spotted Kiwi,song
great_spotted_kiwi_070.wav,Great Spotted Kiwi,song
great_spotted_kiwi_071.wav,Great Spotted Kiwi,song
great_spotted_kiwi_072.wav,Great Spotted Kiwi,song
great_spotted_kiwi_073.wav,Great Spotted Kiwi,song
great_spotted_kiwi_074.wav,Great Spotted Kiwi,song
great_spotted_kiwi_075.wav,Great Spotted Kiwi,song
great_spotted_kiwi_076.wav,Great Spotted Kiwi,song
great_spotted_kiwi_077.wav,Great Spotted Kiwi,song
great_spotted_kiwi_078.wav,Great Spotted Kiwi,song
great_spotted_kiwi_079.wav,Great Spotted Kiwi,song
great_spotted_kiwi_080.wav,Great Spotted Kiwi,song
great_spotted_kiwi_081.wav,Great Spotted Kiwi,song
great_spotted_kiwi_082.wav,Great Spotted Kiwi,song
great_spotted_kiwi_083.wav,Great Spotted Kiwi,song
great_spotted_kiwi_084.wav,Great Spotted Kiwi,song
great_spotted_kiwi_085.wav,Great Spotted Kiwi,song
great_spotted_kiwi_086.wav,Great Spotted Kiwi,song
great_spotted_kiwi_087.wav,Great Spotted Kiwi,song
great_spotted_kiwi_088.wav,Great Spotted Kiwi,song
great_spotted_kiwi_089.wav,Great Spotted Kiwi,song
great_spotted_kiwi_090.wav,Great Spotted Kiwi,song
great_spotted_kiwi_091.wav,Great Spotted Kiwi,song
great_spotted_kiwi_092.wav,Great Spotted Kiwi,song
great_spotted_kiwi_093.wav,Great Spotted Kiwi,song
great_spotted_kiwi_094.wav,Great Spotted Kiwi,song
great_spotted_kiwi_095.wav,Great Spotted Kiwi,song
great_spotted_kiwi_096.wav,Great Spotted Kiwi,song
great_spotted_kiwi_097.wav,Great Spotted Kiwi,song
great_spotted_kiwi_098.wav,Great Spotted Kiwi,song
great_spotted_kiwi_099.wav,Great Spotted Kiwi,song
great_tinamou_000.wav,Great Tinamou,song
great_tinamou_001.wav,Great Tinamou,song
great_tinamou_002.wav,Great Tinamou,song
great_tinamou_003.wav,Great Tinamou,song
great_tinamou_004.wav,Great Tinamou,song
great_tinamou_005.wav,Great Tinamou,song
great_tinamou_006.wav,Great Tinamou,song
great_tinamou_007.wav,Great Tinamou,song
great_tinamou_008.wav,Great Tinamou,song
great_tinamou_009.wav,Great Tinamou,song
great_tinamou_010.wav,Great Tinamou,song
great_tinamou_011.wav,Great Tinamou,song
great_tinamou_012.wav,Great Tinamou,song
great_tinamou_013.wav,Great Tinamou,song
great_tinamou_014.wav,Great Tinamou,song
great_tinamou_015.wav,Great Tinamou,song
great_tinamou_016.wav,Great Tinamou,song
